,DraftYr,Rk,Tm,Player,College,Yrs,G,TOTMP,TOTPTS,TOTTRB,TOTAST,FG%,3P%,FT%
690,2002,16,PHI,Jiří Welsch,,4,247,4596,1519,602,375,0.403,0.343,0.752
691,2002,17,WAS,Juan Dixon,Maryland,7,436,8509,3678,816,775,0.413,0.341,0.833
692,2002,18,ORL,Curtis Borchardt,Stanford,2,83,1117,258,278,64,0.421,0,0.742
693,2002,19,UTA,Ryan Humphrey,Notre Dame,3,85,772,197,189,18,0.344,0,0.539
694,2002,20,TOR,Kareem Rush,Missouri,7,346,5956,2213,572,353,0.4,0.358,0.703
695,2002,21,POR,Qyntel Woods,Northeast Mississippi Community College,4,167,2060,691,385,105,0.452,0.357,0.603
696,2002,22,PHO,Casey Jacobsen,Stanford,4,287,5320,1488,516,304,0.393,0.352,0.769
697,2002,23,DET,Tayshaun Prince,Kentucky,14,1017,31576,11272,4332,2406,0.455,0.367,0.756
698,2002,24,BRK,Nenad Krstić,,7,419,10547,4210,2261,346,0.494,0.143,0.73
699,2002,25,DEN,Frank Williams,Illinois,3,86,952,253,77,166,0.352,0.3,0.833
700,2002,26,SAS,John Salmons,Miami (FL),13,895,23672,8292,2603,2183,0.431,0.366,0.799
701,2002,27,LAL,Chris Jefferies,Fresno State,2,72,861,281,88,29,0.383,0.365,0.667
702,2002,28,SAC,Dan Dickau,Gonzaga,6,300,4617,1745,405,752,0.401,0.341,0.831
703,2002,30,GSW,Steve Logan,Cincinnati,,,,,,,,,
704,2002,31,CHI,Roger Mason,Virginia,10,518,9147,3289,897,677,0.408,0.383,0.866
705,2002,32,MEM,Robert Archibald,Illinois,2,44,328,51,69,16,0.283,,0.429
706,2002,33,DEN,Vincent Yarbrough,Tennessee,1,59,1381,406,162,130,0.393,0.269,0.79
707,2002,34,MIL,Dan Gadzuric,UCLA,10,527,7793,2465,2326,196,0.5,0,0.498
708,2002,35,CLE,Carlos Boozer,Duke,13,861,26901,13976,8192,1928,0.521,0.071,0.722
709,2002,36,NYK,Milos Vujanic,,,,,,,,,,
710,2002,37,ATL,David Andersen,,2,103,1264,501,292,57,0.44,0.347,0.674
711,2002,38,HOU,Tito Maddox,Fresno State,1,9,35,11,7,5,0.25,0,0.625
712,2002,39,WAS,Rod Grizzard,Alabama,,,,,,,,,
713,2002,40,WAS,Juan Carlos Navarro,,1,82,2117,896,210,177,0.402,0.361,0.849
714,2002,41,LAC,Mario Kasun,,2,73,569,198,188,11,0.467,0,0.636
715,2002,42,MIL,Ronald Murray,Shaw,8,487,11077,4817,1006,1096,0.414,0.304,0.725
716,2002,43,POR,Jason Jennings,Arkansas State University,,,,,,,,,
717,2002,44,CHI,Lonny Baxter,Maryland,4,162,1884,637,477,40,0.466,0.2,0.657
718,2002,45,PHI,Sam Clancy,USC,,,,,,,,,
719,2002,46,MEM,Matt Barnes,UCLA,14,929,21967,7589,4281,1691,0.436,0.335,0.745
720,2002,47,UTA,Jamal Sampson,California,5,72,631,142,242,26,0.491,0,0.537
721,2002,48,MIL,Chris Owens,Texas,1,1,6,4,1,0,0.667,,
722,2002,49,OKC,Peter Fehse,,,,,,,,,,
723,2002,50,BOS,Darius Songaila,Wake Forest,8,495,9229,3415,1689,589,0.499,0.158,0.844
724,2002,51,POR,Federico Kammerichs,,,,,,,,,,
725,2002,52,MIN,Marcus Taylor,Michigan State,,,,,,,,,
726,2002,53,MIA,Rasual Butler,La Salle,13,809,17219,6092,1934,658,0.403,0.362,0.747
727,2002,54,BRK,Tamar Slay,Marshall,3,66,517,173,70,31,0.361,0.265,0.538
728,2002,55,DAL,Mladen Sekularac,,,,,,,,,,
729,2002,56,SAS,Luis Scola,,10,743,19001,8882,4941,1194,0.493,0.339,0.74
730,2002,57,SAS,Randy Holcomb,San Diego State,1,4,11,2,1,0,1,,
731,2002,58,SAC,Corsley Edwards,Central Connecticut State University,1,10,110,27,25,3,0.323,,0.583
618,2001,1,WAS,Kwame Brown,,12,607,13389,4035,3333,554,0.492,0.111,0.57
619,2001,2,LAC,Tyson Chandler,,19,1160,31617,9509,10467,967,0.597,0,0.644
620,2001,3,ATL,Pau Gasol,,18,1226,41001,20894,11305,3925,0.507,0.368,0.753
621,2001,4,CHI,Eddy Curry,,11,527,13109,6820,2725,287,0.545,1,0.642
622,2001,5,GSW,Jason Richardson,Michigan State,13,857,29241,14644,4245,2284,0.438,0.37,0.707
623,2001,6,MEM,Shane Battier,Duke,13,977,30004,8408,4082,1717,0.437,0.384,0.743
624,2001,7,BRK,Eddie Griffin,Seton Hall,5,303,6729,2171,1744,236,0.377,0.315,0.671
625,2001,8,CLE,DeSagana Diop,,12,601,8403,1185,2219,270,0.427,0.167,0.467
626,2001,9,DET,Rodney White,UNC Charlotte,4,218,3354,1540,485,237,0.424,0.314,0.749
627,2001,10,BOS,Joe Johnson,Arkansas,18,1277,44236,20407,5059,5001,0.441,0.371,0.802
628,2001,11,BOS,Kedrick Brown,Okaloosa-Walton Community College,4,143,1935,509,347,103,0.405,0.274,0.64
629,2001,12,OKC,Vladimir Radmanović,,12,737,16164,5879,2784,998,0.415,0.378,0.758
630,2001,13,HOU,Richard Jefferson,Arizona,17,1181,34293,14904,4720,2412,0.464,0.376,0.768
631,2001,14,GSW,Troy Murphy,Notre Dame,12,729,19921,7860,5708,1088,0.445,0.388,0.785
632,2001,15,ORL,Steven Hunter,DePaul,8,400,5993,1817,1264,79,0.56,0,0.485
633,2001,16,CHA,Kirk Haston,Indiana,2,27,134,32,27,8,0.232,0,0.5
634,2001,17,TOR,Michael Bradley,Villanova,5,173,2016,483,591,93,0.477,0.143,0.511
635,2001,18,HOU,Jason Collins,Stanford,13,735,14974,2621,2706,626,0.411,0.206,0.647
636,2001,19,POR,Zach Randolph,Michigan State,17,1116,34616,18578,10208,2049,0.471,0.273,0.764
637,2001,20,CLE,Brendan Haywood,UNC,13,816,18680,5538,4875,442,0.528,0,0.587
638,2001,21,BOS,Joseph Forte,UNC,2,25,125,30,17,17,0.234,0,0.8
639,2001,22,ORL,Jeryl Sasser,SMU,2,82,1061,204,191,67,0.303,0.295,0.687
640,2001,23,HOU,Brandon Armstrong,Pepperdine,3,108,699,239,63,24,0.352,0.333,0.6
641,2001,24,UTA,Raül López,,2,113,2135,733,194,428,0.429,0.346,0.853
642,2001,25,SAC,Gerald Wallace,Alabama,14,832,24731,9933,4838,1725,0.469,0.312,0.709
643,2001,26,PHI,Samuel Dalembert,Seton Hall,13,886,21646,6814,6942,465,0.521,0.083,0.706
644,2001,27,MEM,Jamaal Tinsley,Iowa State,11,547,14443,4652,1605,3330,0.393,0.299,0.716
645,2001,28,SAS,Tony Parker,,18,1254,38279,19473,3396,7036,0.491,0.324,0.751
646,2001,30,CHI,Trenton Hassell,Austin Peay State University,9,644,16278,3741,1826,1132,0.445,0.318,0.765
647,2001,31,GSW,Gilbert Arenas,Arizona,11,552,19351,11402,2168,2909,0.421,0.351,0.803
648,2001,32,ORL,Omar Cook,St. John's,2,22,213,37,13,46,0.333,0,0.5
649,2001,33,MEM,Will Solomon,Clemson,2,115,1584,584,132,225,0.378,0.298,0.692
650,2001,34,ATL,Terence Morris,Maryland,3,139,1934,472,377,93,0.407,0.196,0.711
651,2001,35,BRK,Brian Scalabrine,USC,11,520,6772,1594,1034,436,0.39,0.344,0.783
652,2001,36,CLE,Jeff Trepagnier,USC,3,31,270,88,43,22,0.337,0.462,0.7
653,2001,37,PHI,Damone Brown,Syracuse,4,39,351,108,52,19,0.336,0.286,0.667
654,2001,38,DET,Mehmet Okur,,10,634,18429,8561,4436,1089,0.458,0.375,0.797
655,2001,39,NYK,Michael Wright,Arizona,,,,,,,,,
656,2001,40,OKC,Earl Watson,UCLA,13,878,19494,5593,1985,3871,0.411,0.324,0.703
657,2001,41,IND,Jamison Brewer,Auburn,4,54,468,89,50,56,0.372,0.25,0.393
658,2001,42,OKC,Bobby Simmons,DePaul,10,466,11513,4189,1791,710,0.437,0.396,0.823
659,2001,43,NYK,Eric Chenowith,Kansas,,,,,,,,,
660,2001,44,DAL,Kyle Hill,Eastern Illinois University,,,,,,,,,
661,2001,45,CHI,Sean Lampley,California,2,45,550,203,94,33,0.463,0,0.691
662,2001,46,MIN,Loren Woods,Arizona,6,215,2428,555,682,74,0.419,0.143,0.642
663,2001,47,DEN,Ousmane Cisse,,,,,,,,,,
664,2001,48,MEM,Antonis Fotsis,,1,28,320,108,62,10,0.404,0.304,0.85
665,2001,49,MIA,Ken Johnson,Ohio State,1,16,156,32,32,0,0.405,,0.333
666,2001,50,POR,Ruben Boumtje-Boumtje,Georgetown,3,44,276,43,57,6,0.368,,0.556
667,2001,51,PHO,Alton Ford,Houston,3,73,524,186,124,11,0.507,,0.697
668,2001,52,MIL,Andre Hutson,Michigan State,,,,,,,,,
669,2001,53,UTA,Jarron Collins,Stanford,10,542,8542,2095,1579,419,0.455,0,0.699
670,2001,54,DAL,Kenny Satterfield,Cincinnati,2,75,1062,321,95,176,0.335,0.218,0.746
671,2001,55,SAC,Maurice Jeffers,Saint Louis,,,,,,,,,
672,2001,56,SAS,Robertas Javtokas,,,,,,,,,,
673,2001,57,PHI,Alvin Jones,Georgia Tech,1,23,126,26,36,3,0.4,,0.5
674,2001,58,SAS,Bryan Bracey,Oregon,,,,,,,,,
560,2000,1,BRK,Kenyon Martin,Cincinnati,15,757,23134,9325,5159,1439,0.483,0.234,0.629
561,2000,2,MEM,Stromile Swift,LSU,9,547,10804,4582,2535,275,0.473,0.074,0.699
562,2000,3,LAC,Darius Miles,,7,446,11730,4507,2190,840,0.472,0.168,0.59
563,2000,4,CHI,Marcus Fizer,Iowa State,6,289,6032,2782,1340,352,0.435,0.191,0.691
564,2000,5,ORL,Mike Miller,Florida,17,1032,27812,10973,4376,2666,0.459,0.407,0.769
565,2000,6,ATL,DerMarr Johnson,Cincinnati,7,344,5930,2121,769,304,0.411,0.336,0.789
566,2000,7,CHI,Chris Mihm,Texas,8,436,8758,3262,2302,223,0.459,0.231,0.704
567,2000,8,CLE,Jamal Crawford,Michigan,20,1327,38994,19419,2948,4541,0.41,0.348,0.862
568,2000,9,HOU,Joel Przybilla,Minnesota,13,592,11733,2293,3665,256,0.552,0,0.557
569,2000,10,ORL,Keyon Dooling,Missouri,13,728,14134,5067,964,1601,0.416,0.349,0.799
570,2000,11,BOS,Jérôme Moïso,UCLA,5,145,1392,386,395,38,0.489,0,0.593
571,2000,12,DAL,Etan Thomas,Syracuse,9,409,7084,2341,1927,149,0.513,,0.603
572,2000,13,ORL,Courtney Alexander,Fresno State,3,187,4067,1690,409,227,0.422,0.339,0.813
573,2000,14,DET,Mateen Cleaves,Michigan State,6,167,1863,609,175,310,0.389,0.267,0.728
574,2000,15,MIL,Jason Collier,Georgia Tech,5,151,2178,841,443,51,0.455,0.35,0.738
575,2000,16,SAC,Hedo Türkoğlu,,15,997,26695,11022,3971,2832,0.426,0.384,0.784
576,2000,17,OKC,Desmond Mason,Oklahoma State,10,643,19641,7767,2863,1049,0.449,0.26,0.74
577,2000,18,LAC,Quentin Richardson,DePaul,13,783,20785,8032,3666,1138,0.397,0.355,0.718
578,2000,19,CHA,Jamaal Magloire,Kentucky,12,680,14621,4917,4408,386,0.48,0,0.639
579,2000,20,PHI,Speedy Claxton,Hofstra,7,334,8548,3096,830,1441,0.409,0.193,0.762
580,2000,21,TOR,Morris Peterson,Michigan State,11,711,19366,7628,2483,1090,0.418,0.373,0.773
581,2000,22,NYK,Donnell Harvey,Florida,5,205,3318,1150,827,161,0.46,0.1,0.659
582,2000,23,UTA,DeShawn Stevenson,,13,824,18396,5930,1832,1355,0.406,0.34,0.698
583,2000,24,CHI,Dalibor Bagarić,,3,95,973,251,238,37,0.361,0,0.559
584,2000,25,PHO,Jake Tsakalidis,,7,315,5005,1497,1238,101,0.49,0,0.657
585,2000,26,DEN,Mamadou N'Diaye,Auburn,5,69,858,262,225,8,0.427,0,0.736
586,2000,27,IND,Primož Brezec,,8,342,6192,2452,1327,179,0.498,0.167,0.701
587,2000,28,POR,Erick Barkley,St. John's,2,27,266,77,21,40,0.356,0.267,0.9
588,2000,29,LAL,Mark Madsen,Stanford,9,453,5335,975,1157,181,0.457,0.063,0.527
589,2000,30,LAC,Marko Jarić,,7,447,11246,3193,1200,1600,0.404,0.344,0.73
590,2000,31,DAL,Dan Langhi,Vanderbilt,4,133,1253,393,199,39,0.391,0.289,0.613
591,2000,32,CHI,A.J. Guyton,Indiana,3,80,1246,442,80,147,0.377,0.378,0.822
592,2000,33,CHI,Jake Voskuhl,UConn,9,450,6443,1814,1539,237,0.487,0.333,0.714
593,2000,34,CHI,Khalid El-Amin,UConn,1,50,936,314,81,145,0.37,0.333,0.778
594,2000,35,WAS,Mike Smith,Louisiana-Monroe,1,17,180,51,22,10,0.322,0.167,0.625
595,2000,36,BRK,Soumaila Samake,,2,47,303,68,76,5,0.389,,0.462
596,2000,37,MIA,Eddie House,Arizona State,11,717,12405,5356,1223,1112,0.409,0.39,0.851
597,2000,38,HOU,Eduardo Nájera,Oklahoma,12,619,11213,3052,2307,493,0.481,0.311,0.671
598,2000,39,NYK,Lavor Postell,St. John's,3,61,446,195,45,13,0.335,0.25,0.795
599,2000,40,ATL,Hanno Möttölä,Utah,2,155,2360,715,442,75,0.442,0.063,0.783
600,2000,41,SAS,Chris Carrawell,Duke,,,,,,,,,
601,2000,42,OKC,Olumide Oyedeji,,3,93,587,127,196,11,0.495,,0.659
602,2000,43,MIL,Michael Redd,Ohio State,12,629,20104,11972,2411,1338,0.447,0.38,0.838
603,2000,44,DET,Brian Cardinal,Purdue,12,456,6477,2108,1050,465,0.408,0.372,0.861
604,2000,45,SAC,Jabari Smith,LSU,4,108,1063,329,178,66,0.413,0.125,0.69
605,2000,46,TOR,DeeAndre Hulett,College of the Sequoias,,,,,,,,,
606,2000,47,OKC,Josip Sesar,,,,,,,,,,
607,2000,48,PHI,Mark Karcher,Temple,,,,,,,,,
608,2000,49,MIL,Jason Hart,Syracuse,9,341,5289,1623,567,774,0.417,0.315,0.788
609,2000,50,UTA,Kaniel Dickens,Idaho,3,19,85,22,12,2,0.4,0.333,0.75
610,2000,51,MIN,Igor Rakočević,,1,42,244,78,17,33,0.379,0.417,0.806
611,2000,52,MIA,Ernest Brown,Indian Hills Community College,1,3,21,3,6,0,0.167,,0.25
612,2000,53,DEN,Dan McClintock,Northern Arizona University,1,6,58,18,17,1,0.5,,0
613,2000,54,SAS,Cory Hightower,Indian Hills Community College,,,,,,,,,
614,2000,55,GSW,Chris Porter,Auburn,1,51,1147,440,189,61,0.389,0,0.667
615,2000,56,IND,Jaquay Walls,Colorado,,,,,,,,,
616,2000,57,ATL,Scoonie Penn,Ohio State,,,,,,,,,
617,2000,58,DAL,Pete Mickeal,Cincinnati,,,,,,,,,
502,1999,1,CHI,Elton Brand,Duke,17,1058,34910,16827,9040,2184,0.5,0.095,0.736
503,1999,2,MEM,Steve Francis,Maryland,9,576,21632,10446,3215,3473,0.429,0.341,0.797
504,1999,3,CHA,Baron Davis,UCLA,13,835,28592,13447,3183,6025,0.409,0.32,0.711
505,1999,4,LAC,Lamar Odom,Rhode Island,14,961,32131,12781,8059,3554,0.463,0.312,0.693
506,1999,5,TOR,Jonathan Bender,,8,262,3847,1453,582,170,0.417,0.34,0.763
507,1999,6,MIN,Wally Szczerbiak,Miami University,10,651,20052,9195,2602,1532,0.485,0.406,0.86
508,1999,7,WAS,Richard Hamilton,UConn,14,921,29559,15708,2852,3125,0.449,0.346,0.852
509,1999,8,CLE,Andre Miller,Utah,17,1304,40268,16278,4795,8524,0.461,0.217,0.807
510,1999,9,PHO,Shawn Marion,UNLV,16,1163,40097,17700,10101,2198,0.484,0.331,0.81
511,1999,10,ATL,Jason Terry,Arizona,19,1410,42034,18881,3274,5415,0.444,0.38,0.845
512,1999,11,CLE,Trajan Langdon,Duke,3,119,1738,647,159,152,0.416,0.396,0.91
513,1999,12,TOR,Aleksandar Radojević,Barton County Community College,2,15,152,26,36,7,0.308,,0.625
514,1999,13,OKC,Corey Maggette,Duke,14,827,23358,13198,4022,1696,0.453,0.324,0.822
515,1999,14,MIN,William Avery,Duke,3,142,1205,379,93,199,0.33,0.255,0.714
516,1999,15,NYK,Frédéric Weis,,,,,,,,,,
517,1999,16,CHI,Metta World Peace,St. John's,17,991,31440,13058,4448,2631,0.414,0.339,0.715
518,1999,17,ATL,Cal Bowdler,Old Dominion,3,142,1383,424,272,29,0.404,0.182,0.768
519,1999,18,DEN,James Posey,Xavier,12,864,23260,7419,4061,1413,0.41,0.349,0.82
520,1999,19,UTA,Quincy Lewis,Minnesota,4,159,1853,567,210,96,0.397,0.333,0.71
521,1999,20,ATL,Dion Glover,Georgia Tech,6,294,6132,2407,897,455,0.411,0.317,0.756
522,1999,21,GSW,Jeff Foster,Texas State University,13,764,15750,3747,5248,703,0.497,0.13,0.615
523,1999,22,HOU,Kenny Thomas,New Mexico,11,632,17306,5876,4341,975,0.465,0.244,0.699
524,1999,23,LAL,Devean George,Augsburg College,11,630,11682,3536,1975,543,0.392,0.343,0.721
525,1999,24,UTA,Andrei Kirilenko,,13,797,23916,9431,4352,2169,0.474,0.31,0.754
526,1999,25,MIA,Tim James,Miami (FL),3,43,261,68,46,11,0.329,0.333,0.652
527,1999,26,IND,Vonteego Cummings,Pitt,3,199,3789,1381,373,534,0.383,0.321,0.726
528,1999,27,ATL,Jumaine Jones,Georgia,8,471,9780,3325,1987,408,0.424,0.349,0.704
529,1999,28,UTA,Scott Padgett,Kentucky,8,448,5613,1874,1227,325,0.41,0.373,0.736
530,1999,29,SAS,Leon Smith,,2,15,104,33,33,3,0.393,,0.647
531,1999,30,LAL,John Celestand,Villanova,1,16,185,37,11,20,0.333,0.222,0.833
532,1999,31,LAC,Rico Hill,Illinois State,,,,,,,,,
533,1999,32,CHI,Michael Ruffin,Tulsa,9,414,5966,716,1632,250,0.407,0,0.459
534,1999,33,DEN,Chris Herren,Fresno State,2,70,1005,224,73,167,0.336,0.328,0.692
535,1999,34,BRK,Evan Eschmeyer,Northwestern,4,153,2138,421,601,76,0.463,,0.621
536,1999,35,WAS,Calvin Booth,Penn State,10,366,4477,1190,1010,151,0.451,0.222,0.748
537,1999,36,DAL,Wang Zhizhi,,5,137,1256,604,231,39,0.417,0.385,0.735
538,1999,37,MEM,Obinna Ekezie,Maryland,4,143,1516,510,383,31,0.423,0,0.72
539,1999,38,ORL,Laron Profit,Maryland,4,135,1537,441,209,166,0.419,0.236,0.712
540,1999,39,CLE,A.J. Bramlett,Arizona,1,8,61,8,22,0,0.19,,
541,1999,40,DAL,Gordan Giriček,,6,384,8824,3670,941,584,0.442,0.368,0.823
542,1999,41,DEN,Francisco Elson,California,9,472,7207,1726,1638,260,0.478,0.188,0.7
543,1999,42,MIN,Louis Bullock,Michigan,,,,,,,,,
544,1999,43,CHA,Lee Nailon,TCU,6,306,5820,2622,936,298,0.474,0.111,0.786
545,1999,44,HOU,Tyrone Washington,Mississippi State,,,,,,,,,
546,1999,45,SAC,Ryan Robertson,Kansas,1,1,25,5,0,0,0.333,0,1
547,1999,46,NYK,J.R. Koch,Iowa,,,,,,,,,
548,1999,47,PHI,Todd MacCulloch,Washington,4,223,3439,1369,888,121,0.541,,0.642
549,1999,48,MIL,Galen Young,UNC Charlotte,,,,,,,,,
550,1999,49,CHI,Lari Ketner,UMass,2,25,139,34,34,2,0.406,,0.667
551,1999,50,HOU,Venson Hamilton,Nebraska,,,,,,,,,
552,1999,51,MEM,Antwain Smith,Saint Paul's College,,,,,,,,,
553,1999,52,POR,Roberto Bergersen,Boise State,,,,,,,,,
554,1999,53,MIA,Rodney Buford,Creighton,5,230,4182,1472,598,179,0.412,0.3,0.758
555,1999,54,DET,Melvin Levett,Cincinnati,,,,,,,,,
556,1999,55,BOS,Kris Clack,Texas,,,,,,,,,
557,1999,56,GSW,Tim Young,Stanford,1,25,137,54,35,5,0.333,,0.778
558,1999,57,SAS,Manu Ginóbili,,16,1057,26859,14043,3697,4001,0.447,0.369,0.827
559,1999,58,UTA,Eddie Lucas,Virginia Tech,,,,,,,,,
444,1998,1,LAC,Michael Olowokandi,University of the Pacific,9,500,13129,4135,3414,327,0.435,,0.597
445,1998,2,MEM,Mike Bibby,Arizona,14,1001,33962,14698,3103,5517,0.436,0.379,0.802
446,1998,3,DEN,Raef LaFrentz,Kansas,10,563,14545,5690,3423,606,0.466,0.363,0.711
447,1998,4,TOR,Antawn Jamison,UNC,16,1083,37638,20042,8157,1761,0.451,0.346,0.724
448,1998,5,GSW,Vince Carter,UNC,22,1541,46367,25728,6606,4714,0.435,0.371,0.798
449,1998,6,DAL,Robert Traylor,Michigan,7,438,6243,2085,1640,312,0.474,0.167,0.577
450,1998,7,SAC,Jason Williams,Florida,12,788,23188,8266,1810,4611,0.398,0.327,0.813
451,1998,8,PHI,Larry Hughes,Saint Louis,13,727,22368,10242,3039,2290,0.406,0.309,0.757
452,1998,9,MIL,Dirk Nowitzki,,21,1522,51368,31560,11489,3651,0.471,0.38,0.879
453,1998,10,BOS,Paul Pierce,Kansas,19,1343,45880,26397,7527,4708,0.445,0.368,0.806
454,1998,11,DET,Bonzi Wells,Ball State University,10,591,15133,7147,2737,1249,0.46,0.327,0.697
455,1998,12,ORL,Michael Doleac,Utah,10,587,8789,2882,1955,343,0.439,0.125,0.791
456,1998,13,ORL,Keon Clark,UNLV,6,353,7971,2882,2096,322,0.5,0.053,0.645
457,1998,14,HOU,Michael Dickerson,Arizona,5,212,7490,3257,609,553,0.432,0.402,0.784
458,1998,15,ORL,Matt Harpring,Georgia Tech,11,665,17584,7645,3366,907,0.481,0.333,0.753
459,1998,16,HOU,Bryce Drew,Valparaiso,6,243,3970,1081,295,524,0.382,0.371,0.83
460,1998,17,MIN,Rasho Nesterović,,12,811,17983,5519,4143,836,0.502,0.077,0.585
461,1998,18,HOU,Mirsad Türkcan,,1,17,90,33,33,5,0.368,0,0.625
462,1998,19,MIL,Pat Garrity,Notre Dame,10,552,11062,4017,1457,443,0.417,0.398,0.806
463,1998,20,ATL,Roshown McLeod,Duke,3,113,2130,817,308,124,0.409,0.111,0.819
464,1998,21,CHA,Ricky Davis,Iowa,12,736,21927,9912,2550,2426,0.446,0.361,0.781
465,1998,22,LAC,Brian Skinner,Baylor,14,608,10910,2876,2841,288,0.494,0.333,0.566
466,1998,23,DEN,Tyronn Lue,Nebraska,11,554,12564,4710,943,1727,0.437,0.391,0.829
467,1998,24,SAS,Felipe López,St. John's,4,249,4145,1448,604,252,0.432,0.327,0.659
468,1998,25,IND,Al Harrington,,16,981,28009,13237,5482,1649,0.444,0.352,0.727
469,1998,26,LAL,Sam Jacobson,Minnesota,3,68,752,283,80,36,0.511,0.36,0.739
470,1998,27,OKC,Vladimir Stepania,,6,270,3726,1118,1180,94,0.425,0.133,0.536
471,1998,28,CHI,Corey Benjamin,Oregon State,4,153,2191,835,259,143,0.39,0.289,0.652
472,1998,29,UTA,Nazr Mohammed,Kentucky,18,1005,15891,5827,4708,375,0.486,0,0.64
473,1998,30,DAL,Ansu Sesay,Ole Miss,4,127,1301,401,223,62,0.434,0.276,0.64
474,1998,31,LAL,Ruben Patterson,Cincinnati,10,649,15955,6953,2697,1150,0.517,0.179,0.641
475,1998,32,OKC,Rashard Lewis,,16,1049,33541,15579,5433,1765,0.452,0.386,0.805
476,1998,33,OKC,Jelani McCoy,UCLA,8,260,3824,1200,921,135,0.539,,0.49
477,1998,34,CHI,Shammond Williams,UNC,7,325,5351,1892,518,765,0.401,0.366,0.798
478,1998,35,DAL,Bruno Šundov,,7,102,524,173,107,18,0.356,0.208,0.526
479,1998,36,SAC,Jerome James,Florida A&M,9,358,4771,1540,1099,118,0.485,0,0.617
480,1998,37,PHI,Casey Shaw,Toledo,1,9,14,2,3,0,0.125,,
481,1998,38,NYK,DeMarco Johnson,UNC Charlotte,1,5,37,6,7,0,0.333,,
482,1998,39,MIL,Rafer Alston,Fresno State,11,671,19392,6799,1891,3202,0.383,0.354,0.729
483,1998,40,DET,Korleone Young,,1,3,15,13,4,1,0.5,0.25,1
484,1998,41,HOU,Cuttino Mobley,Rhode Island,11,747,27618,11964,2902,2015,0.433,0.378,0.835
485,1998,42,ORL,Miles Simon,Arizona,1,5,19,2,2,0,0.2,0,
486,1998,43,WAS,Jahidi White,Georgetown,7,334,5913,1954,1944,63,0.51,0,0.534
487,1998,44,NYK,Sean Marks,California,11,230,2275,638,501,50,0.448,0.2,0.665
488,1998,45,LAL,Toby Bailey,UCLA,2,73,698,241,126,43,0.407,0.2,0.692
489,1998,46,MIN,Andrae Patterson,Indiana,2,40,304,120,67,16,0.455,0,0.778
490,1998,47,TOR,Tyson Wheeler,Rhode Island,1,1,3,4,0,2,1,1,0.5
491,1998,48,CLE,Ryan Stack,South Carolina,2,43,397,99,79,10,0.352,0,0.787
492,1998,49,ATL,Cory Carr,Texas Tech,1,42,624,171,49,66,0.329,0.167,0.75
493,1998,50,CHA,Andrew Betts,Cal State Long Beach,,,,,,,,,
494,1998,51,MIA,Corey Brewer,Oklahoma,,,,,,,,,
495,1998,52,SAS,Derrick Dial,Eastern Michigan,4,82,687,253,133,63,0.372,0.19,0.672
496,1998,53,DAL,Greg Buckner,Clemson,10,570,10895,2878,1593,719,0.45,0.334,0.757
497,1998,54,DEN,Tremaine Fowlkes,Fresno State,4,103,1233,301,228,54,0.409,0.2,0.791
498,1998,55,DEN,Ryan Bowen,Iowa,10,507,6502,1319,1060,250,0.456,0.206,0.693
499,1998,56,MEM,J.R. Henderson,UCLA,1,30,331,97,47,22,0.365,0.4,0.556
500,1998,57,UTA,Torraye Braggs,Xavier,2,22,178,46,51,7,0.475,,0.667
501,1998,58,CHI,Maceo Baston,Michigan,4,105,831,286,175,26,0.616,0.375,0.74
387,1997,1,SAS,Tim Duncan,Wake Forest,19,1392,47368,26496,15091,4225,0.506,0.179,0.696
388,1997,2,PHI,Keith Van Horn,Utah,9,575,18150,9206,3909,900,0.443,0.361,0.835
389,1997,3,BOS,Chauncey Billups,Colorado,17,1043,33008,15802,2992,5636,0.415,0.387,0.894
390,1997,4,MEM,Antonio Daniels,Bowling Green,13,872,19671,6623,1613,2934,0.444,0.311,0.793
391,1997,5,DEN,Tony Battie,Texas Tech,14,837,17649,5082,4287,522,0.488,0.162,0.69
392,1997,6,BOS,Ron Mercer,Kentucky,8,432,13418,5892,1342,921,0.429,0.25,0.808
393,1997,7,BRK,Tim Thomas,Villanova,13,824,21336,9454,3379,1272,0.437,0.369,0.758
394,1997,8,GSW,Adonal Foyle,Colgate,12,733,13060,2989,3461,344,0.477,0,0.499
395,1997,9,TOR,Tracy McGrady,,15,938,30658,18381,5276,4161,0.435,0.338,0.746
396,1997,10,MIL,Danny Fortson,Cincinnati,10,440,8832,3615,3184,301,0.472,0.167,0.785
397,1997,11,SAC,Tariq Abdul-Wahad,San Jose State,6,236,4807,1830,776,266,0.417,0.237,0.703
398,1997,12,IND,Austin Croshere,Providence,12,659,11480,4475,2649,627,0.407,0.34,0.861
399,1997,13,CLE,Derek Anderson,Kentucky,11,615,17975,7357,1988,2083,0.408,0.341,0.853
400,1997,14,LAC,Maurice Taylor,Michigan,9,534,13324,5889,2452,623,0.466,0.152,0.711
401,1997,15,DAL,Kelvin Cato,Iowa State,10,541,10617,2960,2874,244,0.507,0.077,0.644
402,1997,16,CLE,Brevin Knight,Stanford,12,729,18176,5342,1785,4481,0.412,0.134,0.789
403,1997,17,ORL,Johnny Taylor,Chattanooga,3,54,866,256,120,26,0.402,0.394,0.718
404,1997,18,POR,Chris Anstey,,3,155,2157,813,534,127,0.413,0.138,0.755
